C,x300,x55,x5,x317,x180,x177,KFold_Accuracy
0.9000000000000001,3.0,5.0,5.0,1.0,5.0,5.0,0.8106666666666668
0.9000000000000001,3.0,5.0,5.0,3.0,1.0,1.0,0.8073333333333335
0.9000000000000001,3.0,5.0,5.0,3.0,1.0,3.0,0.8086666666666666
0.9000000000000001,3.0,5.0,5.0,3.0,1.0,5.0,0.8053333333333335
0.9000000000000001,3.0,5.0,5.0,3.0,3.0,1.0,0.8073333333333335
0.9000000000000001,3.0,5.0,5.0,3.0,3.0,3.0,0.8059999999999998
0.9000000000000001,3.0,5.0,5.0,3.0,3.0,5.0,0.8153333333333335
0.9000000000000001,3.0,5.0,5.0,3.0,5.0,1.0,0.8173333333333332
0.9000000000000001,3.0,5.0,5.0,3.0,5.0,3.0,0.812
0.9000000000000001,3.0,5.0,5.0,3.0,5.0,5.0,0.8099999999999999
0.9000000000000001,3.0,5.0,5.0,5.0,1.0,1.0,0.8106666666666665
0.9000000000000001,3.0,5.0,5.0,5.0,1.0,3.0,0.808
0.9000000000000001,3.0,5.0,5.0,5.0,1.0,5.0,0.812
0.9000000000000001,3.0,5.0,5.0,5.0,3.0,1.0,0.8126666666666666
0.9000000000000001,3.0,5.0,5.0,5.0,3.0,3.0,0.8153333333333335
0.9000000000000001,3.0,5.0,5.0,5.0,3.0,5.0,0.8099999999999999
0.9000000000000001,3.0,5.0,5.0,5.0,5.0,1.0,0.8106666666666665
0.9000000000000001,3.0,5.0,5.0,5.0,5.0,3.0,0.8073333333333335
0.9000000000000001,3.0,5.0,5.0,5.0,5.0,5.0,0.8146666666666667
0.9000000000000001,5.0,1.0,1.0,1.0,1.0,1.0,0.8166666666666667
0.9000000000000001,5.0,1.0,1.0,1.0,1.0,3.0,0.8140000000000001
0.9000000000000001,5.0,1.0,1.0,1.0,1.0,5.0,0.812
0.9000000000000001,5.0,1.0,1.0,1.0,3.0,1.0,0.8193333333333334
0.9000000000000001,5.0,1.0,1.0,1.0,3.0,3.0,0.8173333333333332
0.9000000000000001,5.0,1.0,1.0,1.0,3.0,5.0,0.8
0.9000000000000001,5.0,1.0,1.0,1.0,5.0,1.0,0.8160000000000001
0.9000000000000001,5.0,1.0,1.0,1.0,5.0,3.0,0.8086666666666668
0.9000000000000001,5.0,1.0,1.0,1.0,5.0,5.0,0.8113333333333334
0.9000000000000001,5.0,1.0,1.0,3.0,1.0,1.0,0.8160000000000001
0.9000000000000001,5.0,1.0,1.0,3.0,1.0,3.0,0.8186666666666665
0.9000000000000001,5.0,1.0,1.0,3.0,1.0,5.0,0.8133333333333335
0.9000000000000001,5.0,1.0,1.0,3.0,3.0,1.0,0.8153333333333335
0.9000000000000001,5.0,1.0,1.0,3.0,3.0,3.0,0.8126666666666666
0.9000000000000001,5.0,1.0,1.0,3.0,3.0,5.0,0.8119999999999999
0.9000000000000001,5.0,1.0,1.0,3.0,5.0,1.0,0.818
0.9000000000000001,5.0,1.0,1.0,3.0,5.0,3.0,0.8206666666666667
0.9000000000000001,5.0,1.0,1.0,3.0,5.0,5.0,0.8140000000000001
0.9000000000000001,5.0,1.0,1.0,5.0,1.0,1.0,0.8173333333333334
0.9000000000000001,5.0,1.0,1.0,5.0,1.0,3.0,0.8146666666666667
0.9000000000000001,5.0,1.0,1.0,5.0,1.0,5.0,0.8146666666666667
0.9000000000000001,5.0,1.0,1.0,5.0,3.0,1.0,0.8153333333333335
0.9000000000000001,5.0,1.0,1.0,5.0,3.0,3.0,0.8133333333333332
0.9000000000000001,5.0,1.0,1.0,5.0,3.0,5.0,0.8160000000000001
0.9000000000000001,5.0,1.0,1.0,5.0,5.0,1.0,0.8140000000000001
0.9000000000000001,5.0,1.0,1.0,5.0,5.0,3.0,0.8119999999999999
0.9000000000000001,5.0,1.0,1.0,5.0,5.0,5.0,0.8160000000000001
0.9000000000000001,5.0,1.0,3.0,1.0,1.0,1.0,0.8113333333333334
0.9000000000000001,5.0,1.0,3.0,1.0,1.0,3.0,0.8026666666666668
0.9000000000000001,5.0,1.0,3.0,1.0,1.0,5.0,0.8093333333333333
0.9000000000000001,5.0,1.0,3.0,1.0,3.0,1.0,0.818
0.9000000000000001,5.0,1.0,3.0,1.0,3.0,3.0,0.812
0.9000000000000001,5.0,1.0,3.0,1.0,3.0,5.0,0.8133333333333332
0.9000000000000001,5.0,1.0,3.0,1.0,5.0,1.0,0.8113333333333334
0.9000000000000001,5.0,1.0,3.0,1.0,5.0,3.0,0.8026666666666668
0.9000000000000001,5.0,1.0,3.0,1.0,5.0,5.0,0.8026666666666668
0.9000000000000001,5.0,1.0,3.0,3.0,1.0,1.0,0.8186666666666668
0.9000000000000001,5.0,1.0,3.0,3.0,1.0,3.0,0.8033333333333333
0.9000000000000001,5.0,1.0,3.0,3.0,1.0,5.0,0.8013333333333333
0.9000000000000001,5.0,1.0,3.0,3.0,3.0,1.0,0.8220000000000001
0.9000000000000001,5.0,1.0,3.0,3.0,3.0,3.0,0.808
0.9000000000000001,5.0,1.0,3.0,3.0,3.0,5.0,0.8119999999999999
0.9000000000000001,5.0,1.0,3.0,3.0,5.0,1.0,0.8193333333333334
0.9000000000000001,5.0,1.0,3.0,3.0,5.0,3.0,0.8226666666666667
0.9000000000000001,5.0,1.0,3.0,3.0,5.0,5.0,0.8173333333333334
0.9000000000000001,5.0,1.0,3.0,5.0,1.0,1.0,0.8086666666666666
0.9000000000000001,5.0,1.0,3.0,5.0,1.0,3.0,0.8220000000000001
0.9000000000000001,5.0,1.0,3.0,5.0,1.0,5.0,0.8166666666666668
0.9000000000000001,5.0,1.0,3.0,5.0,3.0,1.0,0.8193333333333334
0.9000000000000001,5.0,1.0,3.0,5.0,3.0,3.0,0.8046666666666666
0.9000000000000001,5.0,1.0,3.0,5.0,3.0,5.0,0.8113333333333334
0.9000000000000001,5.0,1.0,3.0,5.0,5.0,1.0,0.8066666666666666
0.9000000000000001,5.0,1.0,3.0,5.0,5.0,3.0,0.8213333333333332
0.9000000000000001,5.0,1.0,3.0,5.0,5.0,5.0,0.8106666666666668
0.9000000000000001,5.0,1.0,5.0,1.0,1.0,1.0,0.8133333333333332
0.9000000000000001,5.0,1.0,5.0,1.0,1.0,3.0,0.7999999999999999
0.9000000000000001,5.0,1.0,5.0,1.0,1.0,5.0,0.8026666666666668
0.9000000000000001,5.0,1.0,5.0,1.0,3.0,1.0,0.8066666666666666
0.9000000000000001,5.0,1.0,5.0,1.0,3.0,3.0,0.8106666666666665
0.9000000000000001,5.0,1.0,5.0,1.0,3.0,5.0,0.8140000000000001
0.9000000000000001,5.0,1.0,5.0,1.0,5.0,1.0,0.8126666666666665
0.9000000000000001,5.0,1.0,5.0,1.0,5.0,3.0,0.8093333333333333
0.9000000000000001,5.0,1.0,5.0,1.0,5.0,5.0,0.8093333333333333
0.9000000000000001,5.0,1.0,5.0,3.0,1.0,1.0,0.8140000000000001
0.9000000000000001,5.0,1.0,5.0,3.0,1.0,3.0,0.812
0.9000000000000001,5.0,1.0,5.0,3.0,1.0,5.0,0.8086666666666666
0.9000000000000001,5.0,1.0,5.0,3.0,3.0,1.0,0.8146666666666664
0.9000000000000001,5.0,1.0,5.0,3.0,3.0,3.0,0.8113333333333334
0.9000000000000001,5.0,1.0,5.0,3.0,3.0,5.0,0.8066666666666666
0.9000000000000001,5.0,1.0,5.0,3.0,5.0,1.0,0.8093333333333333
0.9000000000000001,5.0,1.0,5.0,3.0,5.0,3.0,0.8160000000000001
0.9000000000000001,5.0,1.0,5.0,3.0,5.0,5.0,0.8166666666666668
0.9000000000000001,5.0,1.0,5.0,5.0,1.0,1.0,0.8073333333333332
0.9000000000000001,5.0,1.0,5.0,5.0,1.0,3.0,0.8186666666666668
0.9000000000000001,5.0,1.0,5.0,5.0,1.0,5.0,0.8153333333333332
0.9000000000000001,5.0,1.0,5.0,5.0,3.0,1.0,0.8206666666666667
0.9000000000000001,5.0,1.0,5.0,5.0,3.0,3.0,0.8066666666666666
0.9000000000000001,5.0,1.0,5.0,5.0,3.0,5.0,0.8160000000000001
0.9000000000000001,5.0,1.0,5.0,5.0,5.0,1.0,0.8173333333333334
0.9000000000000001,5.0,1.0,5.0,5.0,5.0,3.0,0.812
0.9000000000000001,5.0,1.0,5.0,5.0,5.0,5.0,0.8099999999999999
0.9000000000000001,5.0,3.0,1.0,1.0,1.0,1.0,0.8099999999999999
0.9000000000000001,5.0,3.0,1.0,1.0,1.0,3.0,0.8013333333333333
0.9000000000000001,5.0,3.0,1.0,1.0,1.0,5.0,0.8026666666666668
0.9000000000000001,5.0,3.0,1.0,1.0,3.0,1.0,0.818
0.9000000000000001,5.0,3.0,1.0,1.0,3.0,3.0,0.818
0.9000000000000001,5.0,3.0,1.0,1.0,3.0,5.0,0.8140000000000001
0.9000000000000001,5.0,3.0,1.0,1.0,5.0,1.0,0.818
0.9000000000000001,5.0,3.0,1.0,1.0,5.0,3.0,0.8126666666666665
0.9000000000000001,5.0,3.0,1.0,1.0,5.0,5.0,0.8146666666666667
0.9000000000000001,5.0,3.0,1.0,3.0,1.0,1.0,0.8193333333333334
0.9000000000000001,5.0,3.0,1.0,3.0,1.0,3.0,0.8133333333333332
0.9000000000000001,5.0,3.0,1.0,3.0,1.0,5.0,0.8
0.9000000000000001,5.0,3.0,1.0,3.0,3.0,1.0,0.8140000000000001
0.9000000000000001,5.0,3.0,1.0,3.0,3.0,3.0,0.8066666666666666
0.9000000000000001,5.0,3.0,1.0,3.0,3.0,5.0,0.8073333333333335
0.9000000000000001,5.0,3.0,1.0,3.0,5.0,1.0,0.8039999999999999
0.9000000000000001,5.0,3.0,1.0,3.0,5.0,3.0,0.8193333333333334
0.9000000000000001,5.0,3.0,1.0,3.0,5.0,5.0,0.806
0.9000000000000001,5.0,3.0,1.0,5.0,1.0,1.0,0.8106666666666665
0.9000000000000001,5.0,3.0,1.0,5.0,1.0,3.0,0.8186666666666665
0.9000000000000001,5.0,3.0,1.0,5.0,1.0,5.0,0.8126666666666666
0.9000000000000001,5.0,3.0,1.0,5.0,3.0,1.0,0.8113333333333334
0.9000000000000001,5.0,3.0,1.0,5.0,3.0,3.0,0.8160000000000001
0.9000000000000001,5.0,3.0,1.0,5.0,3.0,5.0,0.8119999999999999
0.9000000000000001,5.0,3.0,1.0,5.0,5.0,1.0,0.8240000000000001
0.9000000000000001,5.0,3.0,1.0,5.0,5.0,3.0,0.8166666666666667
0.9000000000000001,5.0,3.0,1.0,5.0,5.0,5.0,0.8166666666666667
0.9000000000000001,5.0,3.0,3.0,1.0,1.0,1.0,0.8126666666666666
0.9000000000000001,5.0,3.0,3.0,1.0,1.0,3.0,0.8106666666666668
0.9000000000000001,5.0,3.0,3.0,1.0,1.0,5.0,0.8106666666666665
0.9000000000000001,5.0,3.0,3.0,1.0,3.0,1.0,0.808
0.9000000000000001,5.0,3.0,3.0,1.0,3.0,3.0,0.8106666666666665
0.9000000000000001,5.0,3.0,3.0,1.0,3.0,5.0,0.8186666666666668
0.9000000000000001,5.0,3.0,3.0,1.0,5.0,1.0,0.826
0.9000000000000001,5.0,3.0,3.0,1.0,5.0,3.0,0.8119999999999999
0.9000000000000001,5.0,3.0,3.0,1.0,5.0,5.0,0.8019999999999999
0.9000000000000001,5.0,3.0,3.0,3.0,1.0,1.0,0.8140000000000001
0.9000000000000001,5.0,3.0,3.0,3.0,1.0,3.0,0.8126666666666666
0.9000000000000001,5.0,3.0,3.0,3.0,1.0,5.0,0.8066666666666666
0.9000000000000001,5.0,3.0,3.0,3.0,3.0,1.0,0.8146666666666667
0.9000000000000001,5.0,3.0,3.0,3.0,3.0,3.0,0.8126666666666666
0.9000000000000001,5.0,3.0,3.0,3.0,3.0,5.0,0.808
0.9000000000000001,5.0,3.0,3.0,3.0,5.0,1.0,0.8099999999999999
0.9000000000000001,5.0,3.0,3.0,3.0,5.0,3.0,0.8133333333333332
0.9000000000000001,5.0,3.0,3.0,3.0,5.0,5.0,0.8153333333333335
0.9000000000000001,5.0,3.0,3.0,5.0,1.0,1.0,0.818
0.9000000000000001,5.0,3.0,3.0,5.0,1.0,3.0,0.818
0.9000000000000001,5.0,3.0,3.0,5.0,1.0,5.0,0.808
0.9000000000000001,5.0,3.0,3.0,5.0,3.0,1.0,0.8106666666666668
0.9000000000000001,5.0,3.0,3.0,5.0,3.0,3.0,0.808
0.9000000000000001,5.0,3.0,3.0,5.0,3.0,5.0,0.8206666666666667
0.9000000000000001,5.0,3.0,3.0,5.0,5.0,1.0,0.8166666666666667
0.9000000000000001,5.0,3.0,3.0,5.0,5.0,3.0,0.812
0.9000000000000001,5.0,3.0,3.0,5.0,5.0,5.0,0.8113333333333334
0.9000000000000001,5.0,3.0,5.0,1.0,1.0,1.0,0.8126666666666666
0.9000000000000001,5.0,3.0,5.0,1.0,1.0,3.0,0.8053333333333332
0.9000000000000001,5.0,3.0,5.0,1.0,1.0,5.0,0.8126666666666666
0.9000000000000001,5.0,3.0,5.0,1.0,3.0,1.0,0.8140000000000001
0.9000000000000001,5.0,3.0,5.0,1.0,3.0,3.0,0.8039999999999999
0.9000000000000001,5.0,3.0,5.0,1.0,3.0,5.0,0.8046666666666666
0.9000000000000001,5.0,3.0,5.0,1.0,5.0,1.0,0.8093333333333333
0.9000000000000001,5.0,3.0,5.0,1.0,5.0,3.0,0.8119999999999999
0.9000000000000001,5.0,3.0,5.0,1.0,5.0,5.0,0.8113333333333334
0.9000000000000001,5.0,3.0,5.0,3.0,1.0,1.0,0.8220000000000001
0.9000000000000001,5.0,3.0,5.0,3.0,1.0,3.0,0.8053333333333332
0.9000000000000001,5.0,3.0,5.0,3.0,1.0,5.0,0.8126666666666666
0.9000000000000001,5.0,3.0,5.0,3.0,3.0,1.0,0.8006666666666666
0.9000000000000001,5.0,3.0,5.0,3.0,3.0,3.0,0.8226666666666669
0.9000000000000001,5.0,3.0,5.0,3.0,3.0,5.0,0.808
0.9000000000000001,5.0,3.0,5.0,3.0,5.0,1.0,0.8093333333333333
0.9000000000000001,5.0,3.0,5.0,3.0,5.0,3.0,0.8153333333333335
0.9000000000000001,5.0,3.0,5.0,3.0,5.0,5.0,0.812
0.9000000000000001,5.0,3.0,5.0,5.0,1.0,1.0,0.8166666666666667
0.9000000000000001,5.0,3.0,5.0,5.0,1.0,3.0,0.8166666666666668
0.9000000000000001,5.0,3.0,5.0,5.0,1.0,5.0,0.8113333333333334
0.9000000000000001,5.0,3.0,5.0,5.0,3.0,1.0,0.8099999999999999
0.9000000000000001,5.0,3.0,5.0,5.0,3.0,3.0,0.8066666666666666
0.9000000000000001,5.0,3.0,5.0,5.0,3.0,5.0,0.8053333333333335
0.9000000000000001,5.0,3.0,5.0,5.0,5.0,1.0,0.8086666666666666
0.9000000000000001,5.0,3.0,5.0,5.0,5.0,3.0,0.8133333333333335
0.9000000000000001,5.0,3.0,5.0,5.0,5.0,5.0,0.8066666666666666
0.9000000000000001,5.0,5.0,1.0,1.0,1.0,1.0,0.8140000000000001
0.9000000000000001,5.0,5.0,1.0,1.0,1.0,3.0,0.8086666666666668
0.9000000000000001,5.0,5.0,1.0,1.0,1.0,5.0,0.8100000000000002
0.9000000000000001,5.0,5.0,1.0,1.0,3.0,1.0,0.8160000000000001
0.9000000000000001,5.0,5.0,1.0,1.0,3.0,3.0,0.8033333333333333
0.9000000000000001,5.0,5.0,1.0,1.0,3.0,5.0,0.8146666666666669
0.9000000000000001,5.0,5.0,1.0,1.0,5.0,1.0,0.8160000000000001
0.9000000000000001,5.0,5.0,1.0,1.0,5.0,3.0,0.8086666666666666
0.9000000000000001,5.0,5.0,1.0,1.0,5.0,5.0,0.8160000000000001
0.9000000000000001,5.0,5.0,1.0,3.0,1.0,1.0,0.8126666666666666
0.9000000000000001,5.0,5.0,1.0,3.0,1.0,3.0,0.8046666666666666
0.9000000000000001,5.0,5.0,1.0,3.0,1.0,5.0,0.8033333333333333
0.9000000000000001,5.0,5.0,1.0,3.0,3.0,1.0,0.8146666666666667
0.9000000000000001,5.0,5.0,1.0,3.0,3.0,3.0,0.8133333333333332
0.9000000000000001,5.0,5.0,1.0,3.0,3.0,5.0,0.8126666666666665
0.9000000000000001,5.0,5.0,1.0,3.0,5.0,1.0,0.8240000000000001
0.9000000000000001,5.0,5.0,1.0,3.0,5.0,3.0,0.8186666666666668
0.9000000000000001,5.0,5.0,1.0,3.0,5.0,5.0,0.812
0.9000000000000001,5.0,5.0,1.0,5.0,1.0,1.0,0.8113333333333334
0.9000000000000001,5.0,5.0,1.0,5.0,1.0,3.0,0.8046666666666666
0.9000000000000001,5.0,5.0,1.0,5.0,1.0,5.0,0.8086666666666666
0.9000000000000001,5.0,5.0,1.0,5.0,3.0,1.0,0.8153333333333335
0.9000000000000001,5.0,5.0,1.0,5.0,3.0,3.0,0.8166666666666667
0.9000000000000001,5.0,5.0,1.0,5.0,3.0,5.0,0.8073333333333335
0.9000000000000001,5.0,5.0,1.0,5.0,5.0,1.0,0.8153333333333332
0.9000000000000001,5.0,5.0,1.0,5.0,5.0,3.0,0.8140000000000001
0.9000000000000001,5.0,5.0,1.0,5.0,5.0,5.0,0.8186666666666668
0.9000000000000001,5.0,5.0,3.0,1.0,1.0,1.0,0.8126666666666666
0.9000000000000001,5.0,5.0,3.0,1.0,1.0,3.0,0.8106666666666665
0.9000000000000001,5.0,5.0,3.0,1.0,1.0,5.0,0.808
0.9000000000000001,5.0,5.0,3.0,1.0,3.0,1.0,0.8100000000000002
0.9000000000000001,5.0,5.0,3.0,1.0,3.0,3.0,0.8166666666666668
0.9000000000000001,5.0,5.0,3.0,1.0,3.0,5.0,0.8100000000000002
0.9000000000000001,5.0,5.0,3.0,1.0,5.0,1.0,0.8119999999999999
0.9000000000000001,5.0,5.0,3.0,1.0,5.0,3.0,0.8140000000000001
0.9000000000000001,5.0,5.0,3.0,1.0,5.0,5.0,0.8100000000000002
0.9000000000000001,5.0,5.0,3.0,3.0,1.0,1.0,0.8093333333333333
0.9000000000000001,5.0,5.0,3.0,3.0,1.0,3.0,0.8019999999999999
0.9000000000000001,5.0,5.0,3.0,3.0,1.0,5.0,0.8160000000000001
0.9000000000000001,5.0,5.0,3.0,3.0,3.0,1.0,0.818
0.9000000000000001,5.0,5.0,3.0,3.0,3.0,3.0,0.8106666666666665
0.9000000000000001,5.0,5.0,3.0,3.0,3.0,5.0,0.8160000000000001
0.9000000000000001,5.0,5.0,3.0,3.0,5.0,1.0,0.8160000000000001
0.9000000000000001,5.0,5.0,3.0,3.0,5.0,3.0,0.82
0.9000000000000001,5.0,5.0,3.0,3.0,5.0,5.0,0.8053333333333332
0.9000000000000001,5.0,5.0,3.0,5.0,1.0,1.0,0.8093333333333333
0.9000000000000001,5.0,5.0,3.0,5.0,1.0,3.0,0.8086666666666666
0.9000000000000001,5.0,5.0,3.0,5.0,1.0,5.0,0.8033333333333333
0.9000000000000001,5.0,5.0,3.0,5.0,3.0,1.0,0.8253333333333334
0.9000000000000001,5.0,5.0,3.0,5.0,3.0,3.0,0.8160000000000001
0.9000000000000001,5.0,5.0,3.0,5.0,3.0,5.0,0.8100000000000002
0.9000000000000001,5.0,5.0,3.0,5.0,5.0,1.0,0.82
0.9000000000000001,5.0,5.0,3.0,5.0,5.0,3.0,0.8113333333333334
0.9000000000000001,5.0,5.0,3.0,5.0,5.0,5.0,0.8099999999999999
0.9000000000000001,5.0,5.0,5.0,1.0,1.0,1.0,0.8066666666666666
0.9000000000000001,5.0,5.0,5.0,1.0,1.0,3.0,0.8106666666666668
0.9000000000000001,5.0,5.0,5.0,1.0,1.0,5.0,0.8133333333333335
0.9000000000000001,5.0,5.0,5.0,1.0,3.0,1.0,0.8133333333333332
0.9000000000000001,5.0,5.0,5.0,1.0,3.0,3.0,0.8126666666666666
0.9000000000000001,5.0,5.0,5.0,1.0,3.0,5.0,0.8066666666666666
0.9000000000000001,5.0,5.0,5.0,1.0,5.0,1.0,0.8153333333333335
0.9000000000000001,5.0,5.0,5.0,1.0,5.0,3.0,0.8160000000000001
0.9000000000000001,5.0,5.0,5.0,1.0,5.0,5.0,0.8140000000000001
0.9000000000000001,5.0,5.0,5.0,3.0,1.0,1.0,0.8106666666666668
0.9000000000000001,5.0,5.0,5.0,3.0,1.0,3.0,0.8039999999999999
0.9000000000000001,5.0,5.0,5.0,3.0,1.0,5.0,0.8173333333333334
0.9000000000000001,5.0,5.0,5.0,3.0,3.0,1.0,0.8140000000000001
0.9000000000000001,5.0,5.0,5.0,3.0,3.0,3.0,0.8073333333333335
0.9000000000000001,5.0,5.0,5.0,3.0,3.0,5.0,0.8086666666666668
0.9000000000000001,5.0,5.0,5.0,3.0,5.0,1.0,0.8173333333333334
0.9000000000000001,5.0,5.0,5.0,3.0,5.0,3.0,0.8166666666666668
0.9000000000000001,5.0,5.0,5.0,3.0,5.0,5.0,0.8193333333333334
0.9000000000000001,5.0,5.0,5.0,5.0,1.0,1.0,0.8086666666666666
0.9000000000000001,5.0,5.0,5.0,5.0,1.0,3.0,0.8173333333333334
0.9000000000000001,5.0,5.0,5.0,5.0,1.0,5.0,0.8053333333333332
0.9000000000000001,5.0,5.0,5.0,5.0,3.0,1.0,0.8093333333333333
0.9000000000000001,5.0,5.0,5.0,5.0,3.0,3.0,0.8086666666666666
0.9000000000000001,5.0,5.0,5.0,5.0,3.0,5.0,0.808
0.9000000000000001,5.0,5.0,5.0,5.0,5.0,1.0,0.8053333333333335
0.9000000000000001,5.0,5.0,5.0,5.0,5.0,3.0,0.8066666666666666
0.9000000000000001,5.0,5.0,5.0,5.0,5.0,5.0,0.8126666666666666
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8086666666666666
1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.8119999999999999
1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.8093333333333333
1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8066666666666666
1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.8106666666666668
1.0,1.0,1.0,1.0,1.0,3.0,5.0,0.8180000000000002
1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.8126666666666666
1.0,1.0,1.0,1.0,1.0,5.0,3.0,0.8146666666666667
1.0,1.0,1.0,1.0,1.0,5.0,5.0,0.8066666666666666
1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.8146666666666667
1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.8146666666666667
1.0,1.0,1.0,1.0,3.0,1.0,5.0,0.8119999999999999
1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.8126666666666666
1.0,1.0,1.0,1.0,3.0,3.0,3.0,0.8166666666666667
1.0,1.0,1.0,1.0,3.0,3.0,5.0,0.8100000000000002
1.0,1.0,1.0,1.0,3.0,5.0,1.0,0.818
1.0,1.0,1.0,1.0,3.0,5.0,3.0,0.8226666666666667
1.0,1.0,1.0,1.0,3.0,5.0,5.0,0.8193333333333334
1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.8153333333333335
1.0,1.0,1.0,1.0,5.0,1.0,3.0,0.8113333333333334
1.0,1.0,1.0,1.0,5.0,1.0,5.0,0.8119999999999999
1.0,1.0,1.0,1.0,5.0,3.0,1.0,0.8093333333333333
1.0,1.0,1.0,1.0,5.0,3.0,3.0,0.8126666666666666
1.0,1.0,1.0,1.0,5.0,3.0,5.0,0.8153333333333332
1.0,1.0,1.0,1.0,5.0,5.0,1.0,0.8106666666666665
1.0,1.0,1.0,1.0,5.0,5.0,3.0,0.8126666666666666
1.0,1.0,1.0,1.0,5.0,5.0,5.0,0.8106666666666668
1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.8126666666666666
1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.8113333333333334
1.0,1.0,1.0,3.0,1.0,1.0,5.0,0.8099999999999999
1.0,1.0,1.0,3.0,1.0,3.0,1.0,0.8099999999999999
1.0,1.0,1.0,3.0,1.0,3.0,3.0,0.8153333333333332
1.0,1.0,1.0,3.0,1.0,3.0,5.0,0.8053333333333335
1.0,1.0,1.0,3.0,1.0,5.0,1.0,0.8173333333333332
1.0,1.0,1.0,3.0,1.0,5.0,3.0,0.8106666666666668
1.0,1.0,1.0,3.0,1.0,5.0,5.0,0.8160000000000001
1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.8213333333333332
1.0,1.0,1.0,3.0,3.0,1.0,3.0,0.8133333333333335
1.0,1.0,1.0,3.0,3.0,1.0,5.0,0.8126666666666666
1.0,1.0,1.0,3.0,3.0,3.0,1.0,0.8166666666666667
1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.8160000000000001
1.0,1.0,1.0,3.0,3.0,3.0,5.0,0.8086666666666666
1.0,1.0,1.0,3.0,3.0,5.0,1.0,0.8086666666666666
1.0,1.0,1.0,3.0,3.0,5.0,3.0,0.8233333333333333
1.0,1.0,1.0,3.0,3.0,5.0,5.0,0.8086666666666666
1.0,1.0,1.0,3.0,5.0,1.0,1.0,0.8233333333333335
1.0,1.0,1.0,3.0,5.0,1.0,3.0,0.8206666666666667
1.0,1.0,1.0,3.0,5.0,1.0,5.0,0.808
1.0,1.0,1.0,3.0,5.0,3.0,1.0,0.8166666666666667
1.0,1.0,1.0,3.0,5.0,3.0,3.0,0.8173333333333334
1.0,1.0,1.0,3.0,5.0,3.0,5.0,0.8140000000000001
1.0,1.0,1.0,3.0,5.0,5.0,1.0,0.8073333333333335
1.0,1.0,1.0,3.0,5.0,5.0,3.0,0.8086666666666666
1.0,1.0,1.0,3.0,5.0,5.0,5.0,0.8126666666666666
1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.8053333333333332
1.0,1.0,1.0,5.0,1.0,1.0,3.0,0.8039999999999999
1.0,1.0,1.0,5.0,1.0,1.0,5.0,0.8140000000000001
1.0,1.0,1.0,5.0,1.0,3.0,1.0,0.8173333333333334
1.0,1.0,1.0,5.0,1.0,3.0,3.0,0.8140000000000001
1.0,1.0,1.0,5.0,1.0,3.0,5.0,0.812
1.0,1.0,1.0,5.0,1.0,5.0,1.0,0.8039999999999999
1.0,1.0,1.0,5.0,1.0,5.0,3.0,0.8146666666666667
1.0,1.0,1.0,5.0,1.0,5.0,5.0,0.8113333333333334
1.0,1.0,1.0,5.0,3.0,1.0,1.0,0.818
1.0,1.0,1.0,5.0,3.0,1.0,3.0,0.8046666666666666
1.0,1.0,1.0,5.0,3.0,1.0,5.0,0.8133333333333332
1.0,1.0,1.0,5.0,3.0,3.0,1.0,0.8053333333333335
1.0,1.0,1.0,5.0,3.0,3.0,3.0,0.8133333333333332
1.0,1.0,1.0,5.0,3.0,3.0,5.0,0.82
1.0,1.0,1.0,5.0,3.0,5.0,1.0,0.8280000000000001
1.0,1.0,1.0,5.0,3.0,5.0,3.0,0.8093333333333333
1.0,1.0,1.0,5.0,3.0,5.0,5.0,0.8173333333333334
1.0,1.0,1.0,5.0,5.0,1.0,1.0,0.8133333333333332
1.0,1.0,1.0,5.0,5.0,1.0,3.0,0.804
1.0,1.0,1.0,5.0,5.0,1.0,5.0,0.8126666666666666
1.0,1.0,1.0,5.0,5.0,3.0,1.0,0.8
1.0,1.0,1.0,5.0,5.0,3.0,3.0,0.8206666666666667
1.0,1.0,1.0,5.0,5.0,3.0,5.0,0.8186666666666668
1.0,1.0,1.0,5.0,5.0,5.0,1.0,0.8033333333333333
1.0,1.0,1.0,5.0,5.0,5.0,3.0,0.8146666666666667
1.0,1.0,1.0,5.0,5.0,5.0,5.0,0.818
1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.808
1.0,1.0,3.0,1.0,1.0,1.0,3.0,0.818
1.0,1.0,3.0,1.0,1.0,1.0,5.0,0.808
1.0,1.0,3.0,1.0,1.0,3.0,1.0,0.8186666666666668
1.0,1.0,3.0,1.0,1.0,3.0,3.0,0.806
